Číslo;Název;Pořadové číslo;Příjmení, jméno;Tituly;Věk;Navrhující strana;Politická příslušnost;Hlasy abs.;Hlasy v %;Pořadí zvolení/náhradníka;Mandát;Rok
8;OBČANÉ PRO BUDĚJOVICE;35;Doležal Ondřej;MgA.;30;"""HOPB""";"""HOPB""";7148;2.14;20;False;2010
10;SVOBODNÍ - PIRÁTI;1;Dolista Josef;prof. Dr. SDB,Th.D.,Ph.D.;56;Svobodní;BEZPP;809;5.22;0;False;2010
4;VOLBA PRO MĚSTO;14;Dřevikovský Daniel;Ing.;33;VPM;BEZPP;1024;2.28;0;False;2010
6;TOP 09;24;Duda Jan;Bc.;31;TOP 09;TOP 09;2948;2.29;17;False;2010
10;SVOBODNÍ - PIRÁTI;8;Dvořák David;;19;Piráti;Piráti;408;2.63;0;False;2010
5;SNK Evropští demokraté;23;Dvořák František;;53;SNK ED;SNK ED;664;1.8;0;False;2010
4;VOLBA PRO MĚSTO;6;Dvořák Tomáš;Mgr.;36;VPM;BEZPP;1173;2.61;0;False;2010
15;Občanská demokratická strana;43;Dvořák Tomáš;;33;ODS;ODS;3679;1.94;35;False;2010
5;SNK Evropští demokraté;17;Dvořáková Lenka;;23;SNK ED;SNK ED;686;1.86;0;False;2010
4;VOLBA PRO MĚSTO;22;Faber Zdeněk;;53;VPM;BEZPP;923;2.05;0;False;2010
4;VOLBA PRO MĚSTO;42;Faber Zdeněk;;29;VPM;BEZPP;740;1.64;0;False;2010
11;Křesť.demokr.unie-Čs.str.lid.;29;Faberová Helena;;75;KDU-ČSL;KDU-ČSL;950;1.98;0;False;2010
1;SPOZ a SUVERENITA;17;Fabián Ivan;DiS.;52;Suveren.;ČSNS2005;595;2.11;0;False;2010
3;Dělnic.str.sociální spravedl.;8;Fajt Petr;;42;DSSS;BEZPP;165;11.41;0;False;2010
4;VOLBA PRO MĚSTO;23;Faktor Jan;MUDr.;59;VPM;BEZPP;1376;3.06;0;False;2010
8;OBČANÉ PRO BUDĚJOVICE;10;Fál Václav;;53;"""HOPB""";"""HOPB""";7597;2.27;10;True;2010
11;Křesť.demokr.unie-Čs.str.lid.;16;Falta Hynek;MSc., MBA;36;KDU-ČSL;BEZPP;998;2.08;0;False;2010
8;OBČANÉ PRO BUDĚJOVICE;24;Farka Roman;;39;"""HOPB""";"""HOPB""";7382;2.21;9;False;2010
14;Česká str.sociálně demokrat.;7;Filip Jiří;Mgr.;35;ČSSD;ČSSD;5063;2.37;7;True;2010
7;Komunistická str.Čech a Moravy;11;Filip Robin;;28;KSČM;KSČM;3339;2.3;5;False;2010
11;Křesť.demokr.unie-Čs.str.lid.;39;Fischerová Zdeňka;Ing.;32;KDU-ČSL;KDU-ČSL;916;1.91;0;False;2010
14;Česká str.sociálně demokrat.;9;Flaška Ondřej;Mgr.;30;ČSSD;ČSSD;5044;2.36;9;True;2010
11;Křesť.demokr.unie-Čs.str.lid.;28;Fořtl Karel;JUDr.;52;KDU-ČSL;BEZPP;1055;2.2;0;False;2010
8;OBČANÉ PRO BUDĚJOVICE;36;Frank Petr;;82;NK;BEZPP;7019;2.1;21;False;2010
9;OTEVŘENÁ SPOLEČNOST A ZELENÍ;2;Gabrielová Hana;Bc.;32;SZ;BEZPP;1362;2.96;0;False;2010
7;Komunistická str.Čech a Moravy;24;Galo Marian;;52;KSČM;BEZPP;3243;2.24;18;False;2010
5;SNK Evropští demokraté;30;Geršl Josef;ak. mal.;57;SNK ED;BEZPP;718;1.94;0;False;2010
8;OBČANÉ PRO BUDĚJOVICE;13;Gyepes Michael;;44;"""HOPB""";"""HOPB""";7435;2.22;13;True;2010
15;Občanská demokratická strana;19;Haišman Pavel;;28;ODS;ODS;4255;2.24;11;False;2010
13;Věci veřejné;25;Hájek Pavel;Ing.;49;VV;BEZPP;756;2.15;0;False;2010
14;Česká str.sociálně demokrat.;5;Hajerová Eva;;52;ČSSD;ČSSD;4975;2.33;5;True;2010
5;SNK Evropští demokraté;7;Hajn Ivo;PhDr.;46;SNK ED;BEZPP;1033;2.8;0;False;2010
9;OTEVŘENÁ SPOLEČNOST A ZELENÍ;35;Hálek Radim;;25;SOS;BEZPP;863;1.87;0;False;2010
9;OTEVŘENÁ SPOLEČNOST A ZELENÍ;16;Hanuschová Marcela;;59;SOS;BEZPP;1049;2.28;0;False;2010
6;TOP 09;32;Hanzlíková Linda;;31;TOP 09;TOP 09;2862;2.22;25;False;2010
13;Věci veřejné;18;Hart Josef;Ing.;34;VV;BEZPP;797;2.27;0;False;2010
2;"""Strana soukromníků ČR""";23;Hejna Vratislav;;31;SsČR;BEZPP;105;2.58;0;False;2010
13;Věci veřejné;35;Hepnarová Alena;;33;VV;BEZPP;721;2.05;0;False;2010
9;OTEVŘENÁ SPOLEČNOST A ZELENÍ;32;Herman Alexandr;;31;SOS;BEZPP;906;1.96;0;False;2010
8;OBČANÉ PRO BUDĚJOVICE;25;Hintnaus Viktor;Ing.;28;"""HOPB""";"""HOPB""";7365;2.2;10;False;2010
5;SNK Evropští demokraté;20;Hlaváč Josef;Ing.;65;SNK ED;SNK ED;667;1.8;0;False;2010
10;SVOBODNÍ - PIRÁTI;30;Hlaváček Jan;;25;Svobodní;BEZPP;355;2.29;0;False;2010
8;OBČANÉ PRO BUDĚJOVICE;22;Hlaváčková Věra;;45;NK;BEZPP;7478;2.23;7;False;2010
7;Komunistická str.Čech a Moravy;17;Hlavová Gazdová Eva;Ing.;28;KSČM;BEZPP;3328;2.29;11;False;2010
5;SNK Evropští demokraté;37;Hofmann Marek;;40;SNK ED;SNK ED;615;1.66;0;False;2010
16;ČESKÝ POLITICKÝ STŘED;2;Hojda Michal;;23;ČPST;ČPST;62;6.47;0;False;2010
10;SVOBODNÍ - PIRÁTI;16;Holeček Josef;Ing.;62;Piráti;BEZPP;391;2.52;0;False;2010
1;SPOZ a SUVERENITA;13;Holub Zbyněk;PhDr. PaedDr. Ph.D.;53;Suveren.;ČSNS2005;766;2.72;0;False;2010
10;SVOBODNÍ - PIRÁTI;21;Homolka Karel;;35;Svobodní;BEZPP;384;2.47;0;False;2010
9;OTEVŘENÁ SPOLEČNOST A ZELENÍ;42;Honnerová Helena;Ing.;46;SOS;BEZPP;752;1.63;0;False;2010
5;SNK Evropští demokraté;22;Horáčková Tereza;Mgr.;29;SNK ED;BEZPP;719;1.95;0;False;2010
8;OBČANÉ PRO BUDĚJOVICE;18;Horažďovská Irena;;63;"""HOPB""";"""HOPB""";7312;2.18;3;False;2010
9;OTEVŘENÁ SPOLEČNOST A ZELENÍ;21;Horská Věra;MUDr.;52;SZ;BEZPP;1011;2.19;0;False;2010
1;SPOZ a SUVERENITA;27;Horváthová Katarína;;49;Suveren.;BEZPP;559;1.99;0;False;2010
4;VOLBA PRO MĚSTO;41;Hošková Irena;;31;VPM;BEZPP;748;1.66;0;False;2010
13;Věci veřejné;39;Houf Vlastimil;Ing.;53;VV;BEZPP;726;2.07;0;False;2010
1;SPOZ a SUVERENITA;28;Hovorka Zdeněk;;59;SPOZ;BEZPP;617;2.19;0;False;2010
14;Česká str.sociálně demokrat.;33;Hrabětová Jaroslava;Mgr. et Mgr.;32;ČSSD;ČSSD;4727;2.21;23;False;2010
7;Komunistická str.Čech a Moravy;6;Hrdý Jan;;65;KSČM;KSČM;3337;2.3;6;True;2010
7;Komunistická str.Čech a Moravy;38;Hrouzek Milan;;63;KSČM;BEZPP;3105;2.14;32;False;2010
6;TOP 09;12;Hřídel František;Mgr.;32;TOP 09;TOP 09;3142;2.44;6;False;2010
13;Věci veřejné;8;Hudák Filip;Ing.;33;VV;VV;836;2.38;0;False;2010
4;VOLBA PRO MĚSTO;37;Hudeček Ondřej;;29;VPM;BEZPP;963;2.14;0;False;2010
13;Věci veřejné;34;Hybl Dušan;;44;VV;BEZPP;724;2.06;0;False;2010
5;SNK Evropští demokraté;15;Hynková Alena;Ing. CSc.;69;SNK ED;SNK ED;789;2.14;0;False;2010
5;SNK Evropští demokraté;5;Cháb Bohuslav;Mgr.;70;SNK ED;BEZPP;1357;3.68;0;False;2010
1;SPOZ a SUVERENITA;6;Chalupník Slavomil;Ing.;56;SPOZ;SPOZ;662;2.35;0;False;2010
1;SPOZ a SUVERENITA;20;Chalupník Slavomil;Ing.;26;SPOZ;SPOZ;571;2.03;0;False;2010
3;Dělnic.str.sociální spravedl.;6;Chatrný Vlastislav;;60;DSSS;BEZPP;145;10.02;0;False;2010
4;VOLBA PRO MĚSTO;17;Chmel Luboš;;43;VPM;BEZPP;910;2.02;0;False;2010
4;VOLBA PRO MĚSTO;27;Chmelová Martina;;42;VPM;BEZPP;867;1.93;0;False;2010
8;OBČANÉ PRO BUDĚJOVICE;44;Chovanec Tomáš;Mgr.;31;NK;BEZPP;6101;1.82;29;False;2010
8;OBČANÉ PRO BUDĚJOVICE;32;Chrdle Aleš;MUDr.;41;NK;BEZPP;7321;2.19;17;False;2010
10;SVOBODNÍ - PIRÁTI;14;Chyňava Martin;;20;Piráti;BEZPP;411;2.65;0;False;2010
10;SVOBODNÍ - PIRÁTI;28;Ilčíková Lucie;;20;Piráti;BEZPP;375;2.42;0;False;2010
11;Křesť.demokr.unie-Čs.str.lid.;8;Janoušek Petr;;57;KDU-ČSL;KDU-ČSL;1018;2.12;0;False;2010
11;Křesť.demokr.unie-Čs.str.lid.;35;Janoušková Ida;;32;KDU-ČSL;BEZPP;932;1.94;0;False;2010
11;Křesť.demokr.unie-Čs.str.lid.;36;Jareš Petr;Ing.;64;KDU-ČSL;BEZPP;931;1.94;0;False;2010
10;SVOBODNÍ - PIRÁTI;9;Jaroš Petr;Ing.;36;Svobodní;BEZPP;428;2.76;0;False;2010
15;Občanská demokratická strana;8;Jelen František;;48;ODS;ODS;4406;2.32;8;True;2010
11;Křesť.demokr.unie-Čs.str.lid.;18;Jelínková Hana;;71;KDU-ČSL;KDU-ČSL;950;1.98;0;False;2010
13;Věci veřejné;40;Jindra Miroslav;;33;VV;BEZPP;675;1.92;0;False;2010
2;"""Strana soukromníků ČR""";5;Jindrová Miroslava;;41;SsČR;BEZPP;170;4.18;0;False;2010
14;Česká str.sociálně demokrat.;2;Joch Miroslav;Ing.;33;ČSSD;ČSSD;5044;2.36;2;True;2010
9;OTEVŘENÁ SPOLEČNOST A ZELENÍ;23;Joura Roman;;41;SZ;BEZPP;982;2.13;0;False;2010
3;Dělnic.str.sociální spravedl.;5;Juda Petr;;60;DSSS;BEZPP;146;10.09;0;False;2010
14;Česká str.sociálně demokrat.;32;Jurčová Petra;;30;ČSSD;ČSSD;4686;2.19;22;False;2010
14;Česká str.sociálně demokrat.;39;Kabele Jiří;Mgr.;36;ČSSD;ČSSD;4645;2.17;29;False;2010
15;Občanská demokratická strana;6;Kábele Břetislav;Ing.;49;ODS;ODS;4471;2.36;6;True;2010
8;OBČANÉ PRO BUDĚJOVICE;39;Kačenová Jindřiška;Mgr.;67;"""HOPB""";"""HOPB""";6875;2.05;24;False;2010
2;"""Strana soukromníků ČR""";27;Kadlec Karel;;51;SsČR;BEZPP;89;2.19;0;False;2010
1;SPOZ a SUVERENITA;21;Kadlec Zdeněk;;49;Suveren.;BEZPP;578;2.05;0;False;2010
1;SPOZ a SUVERENITA;45;Kadlecová Drahomíra;;50;Suveren.;BEZPP;500;1.78;0;False;2010
6;TOP 09;43;Kahoun Miroslav;;54;TOP 09;TOP 09;2263;1.76;36;False;2010
13;Věci veřejné;32;Kaiser Viktor;;32;VV;BEZPP;714;2.03;0;False;2010
7;Komunistická str.Čech a Moravy;45;Kaizrová Miroslava;;78;KSČM;KSČM;2699;1.86;39;False;2010
11;Křesť.demokr.unie-Čs.str.lid.;30;Kala Petr;;20;KDU-ČSL;BEZPP;941;1.96;0;False;2010
4;VOLBA PRO MĚSTO;25;Kalina Daniel;;41;VPM;BEZPP;952;2.12;0;False;2010
13;Věci veřejné;43;Kalina Miroslav;;34;VV;BEZPP;608;1.73;0;False;2010
2;"""Strana soukromníků ČR""";16;Kalkušová Jana;;50;SsČR;BEZPP;122;3.0;0;False;2010
11;Křesť.demokr.unie-Čs.str.lid.;5;Kalová Hana;Mgr.;48;KDU-ČSL;KDU-ČSL;1183;2.46;0;False;2010
8;OBČANÉ PRO BUDĚJOVICE;30;Kaňa Jiří;RNDr. Ph.D.;33;NK;BEZPP;7350;2.2;15;False;2010
14;Česká str.sociálně demokrat.;19;Kándl Radim;;32;ČSSD;ČSSD;4788;2.24;9;False;2010
14;Česká str.sociálně demokrat.;28;Kaněrová Renata;;40;ČSSD;ČSSD;4737;2.21;18;False;2010
5;SNK Evropští demokraté;11;Kaska Václav;Ing.;33;SNK ED;SNK ED;797;2.16;0;False;2010
9;OTEVŘENÁ SPOLEČNOST A ZELENÍ;36;Kindlmann Petr;Bc.;24;SOS;BEZPP;879;1.91;0;False;2010
15;Občanská demokratická strana;40;Klabačka Robert;;42;ODS;ODS;3893;2.05;32;False;2010
16;ČESKÝ POLITICKÝ STŘED;1;Klein Ladislav;;54;ČPST;ČPST;185;19.33;0;False;2010
1;SPOZ a SUVERENITA;35;Klewarová Zdeňka;;62;Suveren.;BEZPP;464;1.65;0;False;2010
4;VOLBA PRO MĚSTO;9;Klíma Zdeněk;;36;VPM;BEZPP;1343;2.99;0;False;2010
13;Věci veřejné;23;Klimeš Jindřich;;33;VV;BEZPP;756;2.15;0;False;2010
6;TOP 09;33;Klímová Lada;Mgr.;38;TOP 09;TOP 09;2857;2.22;26;False;2010
4;VOLBA PRO MĚSTO;26;Klojda Lukáš;;23;VPM;BEZPP;968;2.15;0;False;2010
7;Komunistická str.Čech a Moravy;2;Klokočková Lea;;48;KSČM;KSČM;3424;2.36;2;True;2010
13;Věci veřejné;38;Klorová Tereza;;26;VV;BEZPP;740;2.11;0;False;2010
4;VOLBA PRO MĚSTO;15;Knot František;;45;VPM;BEZPP;930;2.07;0;False;2010
4;VOLBA PRO MĚSTO;40;Knot Martin;;21;VPM;BEZPP;773;1.72;0;False;2010
15;Občanská demokratická strana;4;Kocar Petr;;50;ODS;ODS;4350;2.29;5;True;2010
7;Komunistická str.Čech a Moravy;16;Kocourková Lenka;;20;KSČM;BEZPP;3283;2.26;10;False;2010
4;VOLBA PRO MĚSTO;36;Koczková Jana;;18;VPM;BEZPP;817;1.81;0;False;2010
5;SNK Evropští demokraté;40;Kočer Jaroslav;;57;SNK ED;BEZPP;613;1.66;0;False;2010
3;Dělnic.str.sociální spravedl.;4;Kohout Josef;;61;DSSS;DSSS;165;11.41;0;False;2010
13;Věci veřejné;9;Kolář Ivo;;43;VV;VV;812;2.31;0;False;2010
8;OBČANÉ PRO BUDĚJOVICE;31;Kolář Martin;;26;NK;BEZPP;7291;2.18;16;False;2010
6;TOP 09;21;Kolář Michal;;34;TOP 09;TOP 09;2954;2.3;14;False;2010
9;OTEVŘENÁ SPOLEČNOST A ZELENÍ;7;Kolář Pavel;Ing.;54;SOS;BEZPP;1290;2.8;0;False;2010
13;Věci veřejné;21;Kolářová Zuzana;Mgr.;49;VV;BEZPP;863;2.46;0;False;2010
11;Křesť.demokr.unie-Čs.str.lid.;25;Kollar Stanislav;MVDr.;54;KDU-ČSL;BEZPP;1185;2.47;0;False;2010
15;Občanská demokratická strana;15;Komárek Miroslav;;54;ODS;ODS;4245;2.24;7;False;2010
7;Komunistická str.Čech a Moravy;14;Komenda Jan;RSDr.;63;KSČM;SDS;3272;2.26;8;False;2010
5;SNK Evropští demokraté;43;Komendová Linda;;24;SNK ED;SNK ED;545;1.47;0;False;2010
5;SNK Evropští demokraté;31;Komendová Milada;;52;SNK ED;SNK ED;665;1.8;0;False;2010
14;Česká str.sociálně demokrat.;25;Konrád František;Ing.;72;ČSSD;ČSSD;4735;2.21;15;False;2010
3;Dělnic.str.sociální spravedl.;7;Kopecký Ivan;;57;DSSS;DSSS;183;12.65;0;False;2010
9;OTEVŘENÁ SPOLEČNOST A ZELENÍ;30;Korda Josef;MgA.;27;SOS;BEZPP;967;2.1;0;False;2010
1;SPOZ a SUVERENITA;5;Kortusová Maria;MUDr.;45;Suveren.;Doktoři;854;3.04;0;False;2010
2;"""Strana soukromníků ČR""";31;Kosářová Jaroslava;;59;SsČR;BEZPP;85;2.09;0;False;2010
7;Komunistická str.Čech a Moravy;28;Kosová Růžena;;63;KSČM;KSČM;3179;2.19;22;False;2010
8;OBČANÉ PRO BUDĚJOVICE;27;Kostohryz David;Mgr.;39;"""HOPB""";"""HOPB""";7565;2.26;12;False;2010
2;"""Strana soukromníků ČR""";22;Kotzina Libor;;45;SsČR;BEZPP;88;2.16;0;False;2010
15;Občanská demokratická strana;37;Kouba Jaroslav;;27;ODS;ODS;3998;2.11;29;False;2010
13;Věci veřejné;16;Kovačičin Miroslav;;54;VV;BEZPP;798;2.27;0;False;2010
14;Česká str.sociálně demokrat.;18;Kovačičín Karel;Ing.;45;ČSSD;ČSSD;4846;2.27;8;False;2010
16;ČESKÝ POLITICKÝ STŘED;12;Kovář Josef;;45;ČPST;ČPST;76;7.94;0;False;2010
6;TOP 09;34;Kovář Stanislav;Ing. arch. CSc.;57;TOP 09;TOP 09;2891;2.25;27;False;2010
6;TOP 09;29;Krebs Petr;;54;TOP 09;TOP 09;2882;2.24;22;False;2010
4;VOLBA PRO MĚSTO;39;Kryštůfek Vítězslav;Ing.;64;VPM;BEZPP;793;1.76;0;False;2010
7;Komunistická str.Čech a Moravy;3;Křída Stanislav;Mgr.;52;KSČM;KSČM;3425;2.36;3;True;2010
5;SNK Evropští demokraté;45;Křiváček Miroslav;;28;SNK ED;BEZPP;474;1.28;0;False;2010
4;VOLBA PRO MĚSTO;5;Kříž Oldřich;;50;VPM;BEZPP;1256;2.79;0;False;2010
1;SPOZ a SUVERENITA;40;Křížek Lubomír;;51;SPOZ;SPOZ;497;1.77;0;False;2010
15;Občanská demokratická strana;11;Kuba Martin;MUDr.;37;ODS;ODS;4364;2.3;3;False;2010
10;SVOBODNÍ - PIRÁTI;18;Kubát Jaroslav;;28;Piráti;BEZPP;407;2.62;0;False;2010
5;SNK Evropští demokraté;18;Kubička Roman;ak. mal.;61;SNK ED;BEZPP;753;2.04;0;False;2010
10;SVOBODNÍ - PIRÁTI;36;Kučerová Lada;;41;Svobodní;BEZPP;325;2.09;0;False;2010
4;VOLBA PRO MĚSTO;35;Kumpoch Vladimír;;50;VPM;BEZPP;831;1.85;0;False;2010
1;SPOZ a SUVERENITA;39;Kuštánová Lada;;41;Suveren.;BEZPP;515;1.83;0;False;2010
13;Věci veřejné;5;Kutil Petr;;34;VV;VV;982;2.8;0;False;2010
13;Věci veřejné;4;Kypetová Markéta;Mgr.;30;VV;VV;993;2.83;0;False;2010
15;Občanská demokratická strana;38;Lamač Petr;;23;ODS;ODS;3994;2.11;30;False;2010
8;OBČANÉ PRO BUDĚJOVICE;40;Langová Marie;RNDr.;77;"""HOPB""";"""HOPB""";6799;2.03;25;False;2010
14;Česká str.sociálně demokrat.;26;Lataj David;;35;ČSSD;ČSSD;4781;2.24;16;False;2010
9;OTEVŘENÁ SPOLEČNOST A ZELENÍ;14;Lavičková Monika;Mgr.;33;SOS;BEZPP;1072;2.33;0;False;2010
10;SVOBODNÍ - PIRÁTI;37;Lebová Šárka;Ing.;43;Svobodní;BEZPP;326;2.1;0;False;2010
6;TOP 09;13;Leština Jan;;36;TOP 09;TOP 09;3013;2.34;7;False;2010
4;VOLBA PRO MĚSTO;1;Leština Miroslav;;46;VPM;BEZPP;1422;3.16;0;False;2010
4;VOLBA PRO MĚSTO;13;Leštinová Kateřina;;22;VPM;BEZPP;931;2.07;0;False;2010
4;VOLBA PRO MĚSTO;8;Leštinová Radka;Mgr.;45;VPM;BEZPP;981;2.18;0;False;2010
16;ČESKÝ POLITICKÝ STŘED;14;Limportová Václava;;38;ČPST;ČPST;71;7.41;0;False;2010
7;Komunistická str.Čech a Moravy;42;Lindová Jana;;71;KSČM;KSČM;3006;2.07;36;False;2010
16;ČESKÝ POLITICKÝ STŘED;6;Lisa František;;66;ČPST;ČPST;40;4.17;0;False;2010
6;TOP 09;3;Lišková Barbora;Mgr.;31;TOP 09;TOP 09;3399;2.64;2;True;2010
8;OBČANÉ PRO BUDĚJOVICE;45;Lišková Barbora;MgA.;30;"""HOPB""";"""HOPB""";5724;1.71;30;False;2010
13;Věci veřejné;14;Lubinská Daniela;Ing.;37;VV;BEZPP;892;2.54;0;False;2010
1;SPOZ a SUVERENITA;15;Ludačková Jana;;35;Suveren.;BEZPP;612;2.18;0;False;2010
8;OBČANÉ PRO BUDĚJOVICE;34;Lukeš Julius;prof. RNDr. CSc.;47;NK;BEZPP;7266;2.17;19;False;2010
7;Komunistická str.Čech a Moravy;9;Lust František;Ing.;55;KSČM;BEZPP;3296;2.27;3;False;2010
16;ČESKÝ POLITICKÝ STŘED;7;Maděra Bedřich;;54;ČPST;ČPST;62;6.47;0;False;2010
5;SNK Evropští demokraté;21;Mahr Pavel;;63;SNK ED;SNK ED;733;1.98;0;False;2010
5;SNK Evropští demokraté;35;Mahrová Pavla;Ing.;25;SNK ED;BEZPP;633;1.71;0;False;2010
11;Křesť.demokr.unie-Čs.str.lid.;44;Mach Jan;;23;KDU-ČSL;KDU-ČSL;788;1.64;0;False;2010
14;Česká str.sociálně demokrat.;6;Mach Jaroslav;Ing.;45;ČSSD;ČSSD;4982;2.33;6;True;2010
11;Křesť.demokr.unie-Čs.str.lid.;7;Mach Karel;Ing.;50;KDU-ČSL;KDU-ČSL;1046;2.18;0;False;2010
11;Křesť.demokr.unie-Čs.str.lid.;19;Mach Radek;Bc.;37;KDU-ČSL;KDU-ČSL;959;2.0;0;False;2010
4;VOLBA PRO MĚSTO;24;Machová Dana;;46;VPM;BEZPP;871;1.93;0;False;2010
13;Věci veřejné;15;Machová Kateřina;;24;VV;VV;796;2.27;0;False;2010
13;Věci veřejné;41;Machová Marta;;47;VV;BEZPP;700;1.99;0;False;2010
9;OTEVŘENÁ SPOLEČNOST A ZELENÍ;10;Machová Wittingerová Monika;Ing.;46;SZ;BEZPP;1217;2.64;0;False;2010
1;SPOZ a SUVERENITA;31;Majerová Bohdana;Mgr.;35;Suveren.;BEZPP;636;2.26;0;False;2010
5;SNK Evropští demokraté;3;Malec Martin;Ing. arch.;47;SNK ED;SNK ED;1346;3.65;0;False;2010
11;Křesť.demokr.unie-Čs.str.lid.;15;Malík Štěpán;;39;KDU-ČSL;KDU-ČSL;1017;2.12;0;False;2010
8;OBČANÉ PRO BUDĚJOVICE;8;Mánek Ivan;Mgr. Bc.;79;"""HOPB""";"""HOPB""";7733;2.31;8;True;2010
10;SVOBODNÍ - PIRÁTI;35;Mára Michal;;19;Svobodní;BEZPP;338;2.18;0;False;2010
15;Občanská demokratická strana;23;Marcín Zdeněk;;37;ODS;ODS;4166;2.2;15;False;2010
7;Komunistická str.Čech a Moravy;21;Marčan Miroslav;Ing.;56;KSČM;KSČM;3242;2.23;15;False;2010
9;OTEVŘENÁ SPOLEČNOST A ZELENÍ;15;Mareček Jiří;Ing.;51;SZ;BEZPP;1011;2.19;0;False;2010
7;Komunistická str.Čech a Moravy;25;Marek Oskar;PhDr.;80;KSČM;KSČM;3195;2.2;19;False;2010
15;Občanská demokratická strana;3;Maroš Petr;Ing.;33;ODS;ODS;4418;2.33;4;True;2010
7;Komunistická str.Čech a Moravy;26;Maroušek Milan;;63;KSČM;KSČM;3193;2.2;20;False;2010
14;Česká str.sociálně demokrat.;35;Maršálek Jaroslav;Ing.;49;ČSSD;ČSSD;4682;2.19;25;False;2010
8;OBČANÉ PRO BUDĚJOVICE;42;Maršík Martin;Ing. Ph.D.;44;NK;BEZPP;6615;1.98;27;False;2010
9;OTEVŘENÁ SPOLEČNOST A ZELENÍ;5;Maršíková Ludmila;;46;SOS;BEZPP;1190;2.58;0;False;2010
3;Dělnic.str.sociální spravedl.;2;Martincová Eva;;50;DSSS;DSSS;209;14.45;0;False;2010
13;Věci veřejné;42;Martinů David;;23;VV;BEZPP;639;1.82;0;False;2010
4;VOLBA PRO MĚSTO;11;Martiš Luboš;;33;VPM;BEZPP;1075;2.39;0;False;2010
4;VOLBA PRO MĚSTO;7;Mašková Ivana;;44;VPM;BEZPP;1118;2.49;0;False;2010
10;SVOBODNÍ - PIRÁTI;11;Matějka Jan;;20;Svobodní;Svobodní;422;2.72;0;False;2010
11;Křesť.demokr.unie-Čs.str.lid.;22;Matějka Jan;Ing.;42;KDU-ČSL;KDU-ČSL;985;2.05;0;False;2010
11;Křesť.demokr.unie-Čs.str.lid.;6;Matějka Joel;;18;KDU-ČSL;BEZPP;1084;2.26;0;False;2010
10;SVOBODNÍ - PIRÁTI;17;Matějka Petr;;38;Svobodní;BEZPP;406;2.62;0;False;2010
15;Občanská demokratická strana;44;Materna Marek;Bc.;36;ODS;ODS;3549;1.87;36;False;2010
10;SVOBODNÍ - PIRÁTI;10;Maule Pavel;Ing.;29;Piráti;Piráti;453;2.92;0;False;2010
15;Občanská demokratická strana;2;Menzelová Jana;Mgr.;58;ODS;ODS;4491;2.37;3;True;2010
14;Česká str.sociálně demokrat.;30;Meruňka Karel;Ing. CSc.;67;ČSSD;ČSSD;4776;2.23;20;False;2010
7;Komunistická str.Čech a Moravy;13;Měšťan Zdeněk;RSDr.;60;KSČM;KSČM;3272;2.26;7;False;2010
1;SPOZ a SUVERENITA;24;Miesbauerová Eva;;37;SPOZ;BEZPP;559;1.99;0;False;2010
7;Komunistická str.Čech a Moravy;41;Minařík Václav;;75;KSČM;BEZPP;3036;2.09;35;False;2010
9;OTEVŘENÁ SPOLEČNOST A ZELENÍ;1;Mlčoch Svatomír;JUDr.;55;SOS;SOS;1831;3.97;0;False;2010
8;OBČANÉ PRO BUDĚJOVICE;4;Moravec Ivo;Ing.;46;"""HOPB""";"""HOPB""";8136;2.43;5;True;2010
5;SNK Evropští demokraté;44;Moureček Miroslav;;31;SNK ED;BEZPP;555;1.5;0;False;2010
5;SNK Evropští demokraté;1;Mraček Lumír;MUDr.;58;SNK ED;SNK ED;2820;7.64;0;False;2010
13;Věci veřejné;10;Mráz Ivan;Ing.;53;VV;VV;886;2.52;0;False;2010
13;Věci veřejné;26;Mráz Michael;Bc. MBA;26;VV;BEZPP;762;2.17;0;False;2010
5;SNK Evropští demokraté;14;Mrázek Jiří;Mgr.;52;SNK ED;BEZPP;828;2.24;0;False;2010
15;Občanská demokratická strana;30;Mrázová Ivona;MUDr.;46;ODS;ODS;4318;2.28;22;False;2010
7;Komunistická str.Čech a Moravy;10;Mrázová Jana;Ing.;35;KSČM;BEZPP;3395;2.34;4;False;2010
7;Komunistická str.Čech a Moravy;20;Mrzenová Stanislava;Mgr.;74;KSČM;KSČM;3207;2.21;14;False;2010
6;TOP 09;6;Mühlböck Miroslav;Bc.;37;TOP 09;TOP 09;3162;2.46;2;False;2010
11;Křesť.demokr.unie-Čs.str.lid.;17;Müller Jiří;Ing.;61;KDU-ČSL;KDU-ČSL;960;2.0;0;False;2010
11;Křesť.demokr.unie-Čs.str.lid.;33;Müllerová Marie;;76;KDU-ČSL;KDU-ČSL;930;1.93;0;False;2010
4;VOLBA PRO MĚSTO;30;Müllerová Renata;;48;VPM;BEZPP;841;1.87;0;False;2010
9;OTEVŘENÁ SPOLEČNOST A ZELENÍ;29;Musilová Marie;;51;SOS;BEZPP;962;2.09;0;False;2010
9;OTEVŘENÁ SPOLEČNOST A ZELENÍ;43;Myšák Vladimír;;39;SZ;BEZPP;741;1.61;0;False;2010
1;SPOZ a SUVERENITA;33;Nadberežná Jarmila;;53;Suveren.;BEZPP;559;1.99;0;False;2010
7;Komunistická str.Čech a Moravy;1;Nadberežný Ivan;Mgr.;59;KSČM;KSČM;3562;2.46;1;True;2010
